# band-dsp-teensy manual [acghmpsz] > g
# Current settings:
# Gain setting 2x (1)
# Hit return to leave a parameter unchanged
# Enter Nephelometer setting (1): 3
# Current settings:
# Gain setting 5x (3)
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	659.3	 2.462	5
M	659.8	 2.637	5
M	660.3	 2.942	5
M	660.8	 2.760	5
M	661.3	 3.046	5
M	661.8	 2.936	5
M	662.3	 2.569	5
M	662.8	 2.784	5
M	663.3	 2.618	5
M	663.8	 2.651	5
M	664.3	 2.559	5
M	664.8	 2.721	5
M	665.3	 2.880	5
M	665.8	 2.753	5
M	666.3	 2.618	5
M	666.8	 2.449	5
M	667.3	 2.905	5
M	667.8	 2.633	5
M	668.3	 2.622	5
M	668.8	 2.802	5
M	669.3	 2.515	5
M	669.8	 3.011	5
M	670.3	 2.792	5
M	670.8	 2.556	5
M	671.3	 2.800	5
M	671.8	 2.748	5
M	672.3	 2.490	5
M	672.8	 2.627	5
M	673.3	 2.421	5
M	673.8	 2.509	5
M	674.3	 2.706	5
M	674.8	 2.706	5
M	675.3	 2.432	5
M	675.8	 2.757	5
M	676.3	 2.687	5
M	676.9	 2.811	5
M	677.4	 2.830	5
M	677.9	 2.580	5
M	678.4	 2.877	5
M	678.9	 2.455	5
M	679.4	 2.679	5
M	679.9	 2.486	5
M	680.4	 2.427	5
M	680.9	 2.654	5
M	681.4	 2.494	5
M	681.9	 2.608	5
M	682.4	 2.578	5
M	682.9	 2.455	5
M	683.4	 2.544	5
M	683.9	 2.804	5
M	684.4	 2.720	5
M	684.9	 2.558	5
M	685.4	 2.490	5
M	685.9	 2.624	5
M	686.4	 2.421	5
M	686.9	 2.859	5
M	687.4	 2.702	5
M	687.9	 2.735	5
M	688.4	 2.753	5
M	688.9	 2.527	5
M	689.4	 2.707	5
M	689.9	 2.685	5
M	690.4	 2.469	5
M	690.9	 2.546	5
M	691.4	 2.592	5
M	691.9	 2.666	5
M	692.4	 2.814	5
M	692.9	 2.586	5
M	693.4	 2.476	5
M	693.9	 2.622	5
M	694.4	 2.727	5
M	694.9	 2.576	5
M	695.4	 2.350	5
M	695.9	 2.431	5
M	696.4	 2.531	5
M	696.9	 2.371	5
M	697.4	 2.523	5
M	697.9	 2.759	5
M	698.4	 2.532	5
M	698.9	 2.504	5
M	699.4	 2.432	5
M	699.9	 2.499	5
M	700.4	 2.597	5
M	700.9	 2.509	5
M	701.4	 2.648	5
M	702.0	 2.721	5
M	702.5	 2.699	5
M	703.0	 2.546	5
M	703.5	 2.571	5
M	704.0	 2.682	5
M	704.5	 2.693	5
M	705.0	 2.636	5
M	705.5	 2.835	5
M	706.0	 2.800	5
M	706.5	 2.845	5
M	707.0	 2.648	5
M	707.5	 2.423	5
M	708.0	 2.702	5
M	708.5	 2.631	5
M	709.0	 2.670	5
M	709.5	 2.751	5
M	710.0	 2.773	5
M	710.5	 2.751	5
M	711.0	 2.709	5
M	711.5	 2.484	5
M	712.0	 2.818	5
M	712.5	 2.646	5
M	713.0	 2.551	5
M	713.5	 2.543	5
M	714.0	 2.474	5
M	714.5	 2.389	5
M	715.0	 2.573	5
M	715.5	 2.671	5
M	716.0	 2.643	5
M	716.5	 2.634	5
M	717.0	 2.809	5
M	717.5	 2.653	5
M	718.0	 2.421	5
M	718.5	 2.392	5
M	719.0	 2.555	5
M	719.5	 2.737	5
M	720.0	 2.788	5
M	720.5	 2.643	5
M	721.0	 2.604	5
M	721.5	 2.626	5
M	722.0	 2.655	5
M	722.5	 2.409	5
M	723.0	 2.552	5
M	723.5	 2.704	5
M	724.0	 2.495	5
M	724.5	 2.761	5
M	725.0	 2.307	5
M	725.5	 2.631	5
M	726.0	 2.444	5
M	726.5	 2.595	5
M	727.1	 2.795	5
M	727.6	 2.732	5
M	728.1	 2.792	5
M	728.6	 2.730	5
M	729.1	 2.489	5
M	729.6	 2.706	5
M	730.1	 2.869	5
M	730.6	 2.612	5
M	731.1	 2.402	5
M	731.6	 2.484	5
M	732.1	 2.424	5
M	732.6	 2.661	5
M	733.1	 2.636	5
M	733.6	 2.478	5
M	734.1	 2.573	5
M	734.6	 2.783	5
M	735.1	 2.703	5
M	735.6	 2.607	5
M	736.1	 2.692	5
M	736.6	 2.598	5
M	737.1	 2.503	5
M	737.6	 2.737	5
M	738.1	 2.554	5
M	738.6	 2.449	5
M	739.1	 2.430	5
M	739.6	 2.679	5
M	740.1	 2.886	5
M	740.6	 2.681	5
M	741.1	 2.626	5
M	741.6	 2.374	5
M	742.1	 2.423	5
M	742.6	 2.504	5
M	743.1	 2.705	5
M	743.6	 2.756	5
M	744.1	 2.778	5
M	744.6	 2.564	5
M	745.1	 2.646	5
M	745.6	 2.458	5
M	746.1	 2.562	5
M	746.6	 2.533	5
M	747.1	 2.601	5
M	747.6	 2.580	5
M	748.1	 2.437	5
M	748.6	 2.474	5
M	749.1	 2.617	5
M	749.6	 2.611	5
M	750.1	 2.765	5
M	750.6	 2.698	5
M	751.1	 2.435	5
M	751.6	 2.705	5
M	752.2	 2.657	5
M	752.7	 2.637	5
M	753.2	 2.397	5
M	753.7	 2.422	5
M	754.2	 2.445	5
M	754.7	 2.627	5
M	755.2	 2.436	5
M	755.7	 2.572	5
M	756.2	 2.629	5
M	756.7	 2.694	5
M	757.2	 2.549	5
M	757.7	 2.553	5
M	758.2	 2.586	5
M	758.7	 2.718	5
M	759.2	 2.447	5
M	759.7	 2.554	5
M	760.2	 2.473	5
M	760.7	 2.493	5
M	761.2	 2.312	5
M	761.7	 2.413	5
M	762.2	 2.593	5
M	762.7	 2.621	5
M	763.2	 2.512	5
M	763.7	 2.767	5
M	764.2	 2.383	5
M	764.7	 2.499	5
M	765.2	 2.648	5
M	765.7	 2.196	5
M	766.2	 2.598	5
M	766.7	 2.603	5
M	767.2	 2.501	5
M	767.7	 2.535	5
M	768.2	 3.087	5
M	768.7	 2.421	5
M	769.2	 2.491	5
M	769.7	 2.358	5
M	770.2	 2.738	5
M	770.7	 2.540	5
M	771.2	 2.702	5
M	771.7	 2.468	5
M	772.2	 2.667	5
M	772.7	 2.511	5
M	773.2	 2.424	5
M	773.7	 2.702	5
M	774.2	 2.339	5
M	774.7	 2.676	5
M	775.2	 2.439	5
M	775.7	 2.546	5
M	776.2	 2.519	5
M	776.7	 2.744	5
M	777.3	 2.516	5
M	777.8	 2.626	5
M	778.3	 2.394	5
M	778.8	 2.724	5
M	779.3	 2.587	5
M	779.8	 2.403	5
M	780.3	 2.676	5
M	780.8	 2.672	5
M	781.3	 2.668	5
M	781.8	 2.563	5
M	782.3	 2.444	5
M	782.8	 2.315	5
M	783.3	 2.740	5
M	783.8	 2.597	5
M	784.3	 2.600	5
M	784.8	 2.749	5
M	785.3	 2.510	5
M	785.8	 2.469	5
M	786.3	 2.562	5
M	786.8	 2.542	5
M	787.3	 2.426	5
M	787.8	 2.408	5
M	788.3	 2.597	5
M	788.8	 2.655	5
M	789.3	 2.368	5
M	789.8	 2.554	5
M	790.3	 2.542	5
M	790.8	 2.646	5
M	791.3	 2.719	5
M	791.8	 2.445	5
M	792.3	 2.433	5
M	792.8	 2.512	5
M	793.3	 2.663	5
M	793.8	 2.362	5
M	794.3	 2.498	5
M	794.8	 2.453	5
M	795.3	 2.518	5
M	795.8	 2.628	5
M	796.3	 2.419	5
M	796.8	 2.623	5
M	797.3	 2.656	5
M	797.8	 2.507	5
M	798.3	 2.456	5
M	798.8	 2.352	5
M	799.3	 2.499	5
M	799.8	 2.434	5
M	800.3	 2.721	5
M	800.8	 2.335	5
M	801.3	 2.612	5
M	801.8	 2.247	5
M	802.4	 2.603	5
M	802.9	 2.562	5
M	803.4	 2.413	5
M	803.9	 2.575	5
# band-dsp-teensy manual [acghmpsz] > a
# NOTE: Added 1 more ml dense yeast; pREVIOUS OD 0.12
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	885.3	 3.972	5
M	885.8	 4.179	5
M	886.3	 4.156	5
M	886.8	 3.964	5
M	887.3	 4.101	5
M	887.8	 4.040	5
M	888.3	 4.297	5
M	888.8	 4.232	5
M	889.3	 4.042	5
M	889.8	 3.996	5
M	890.3	 4.121	5
M	890.8	 3.885	5
M	891.3	 4.047	5
M	891.8	 4.024	5
M	892.3	 4.106	5
M	892.8	 3.870	5
M	893.3	 3.905	5
M	893.8	 4.138	5
M	894.3	 3.940	5
M	894.8	 3.955	5
M	895.3	 4.205	5
M	895.8	 4.006	5
M	896.3	 4.300	5
M	896.8	 4.197	5
M	897.3	 3.930	5
M	897.8	 4.138	5
M	898.3	 4.056	5
M	898.8	 3.862	5
M	899.3	 4.069	5
M	899.8	 3.966	5
M	900.3	 3.782	5
M	900.9	 3.905	5
M	901.4	 4.088	5
M	901.9	 3.960	5
M	902.4	 4.175	5
M	902.9	 4.268	5
M	903.4	 4.248	5
M	903.9	 3.865	5
M	904.4	 3.947	5
M	904.9	 3.974	5
M	905.4	 4.114	5
M	905.9	 4.037	5
M	906.4	 3.995	5
M	906.9	 3.947	5
M	907.4	 4.040	5
M	907.9	 4.028	5
M	908.4	 4.025	5
M	908.9	 4.047	5
M	909.4	 4.031	5
M	909.9	 3.892	5
M	910.4	 3.655	5
M	910.9	 3.825	5
M	911.4	 3.859	5
M	911.9	 3.992	5
M	912.4	 3.995	5
M	912.9	 3.940	5
M	913.4	 3.887	5
M	913.9	 4.007	5
M	914.4	 3.958	5
M	914.9	 4.005	5
M	915.4	 4.011	5
M	915.9	 3.881	5
M	916.4	 3.943	5
M	916.9	 3.856	5
M	917.4	 3.796	5
M	917.9	 4.018	5
M	918.4	 4.079	5
M	918.9	 3.754	5
M	919.4	 3.947	5
M	919.9	 4.124	5
M	920.4	 4.155	5
M	920.9	 3.905	5
M	921.4	 3.799	5
M	921.9	 3.856	5
M	922.4	 3.802	5
M	922.9	 3.872	5
M	923.4	 3.699	5
M	923.9	 3.869	5
M	924.4	 3.876	5
M	924.9	 3.757	5
M	925.4	 3.838	5
M	926.0	 3.811	5
M	926.5	 3.842	5
M	927.0	 3.870	5
M	927.5	 3.932	5
M	928.0	 3.915	5
M	928.5	 3.932	5
M	929.0	 3.755	5
M	929.5	 3.662	5
M	930.0	 3.920	5
M	930.5	 3.893	5
M	931.0	 4.016	5
M	931.5	 3.677	5
M	932.0	 3.828	5
M	932.5	 3.753	5
M	933.0	 3.860	5
M	933.5	 4.215	5
M	934.0	 3.848	5
M	934.5	 3.903	5
M	935.0	 3.696	5
M	935.5	 4.060	5
M	936.0	 4.005	5
M	936.5	 3.683	5
M	937.0	 3.600	5
M	937.5	 4.022	5
M	938.0	 3.974	5
M	938.5	 3.774	5
M	939.0	 3.642	5
M	939.5	 4.089	5
M	940.0	 3.626	5
M	940.5	 3.826	5
M	941.0	 3.825	5
M	941.5	 3.767	5
M	942.0	 3.577	5
M	942.5	 3.696	5
M	943.0	 3.898	5
M	943.5	 3.827	5
M	944.0	 3.929	5
M	944.5	 3.597	5
M	945.0	 3.756	5
M	945.5	 3.984	5
M	946.0	 3.570	5
M	946.5	 3.678	5
M	947.0	 3.646	5
M	947.5	 3.809	5
M	948.0	 4.020	5
M	948.5	 3.652	5
M	949.0	 3.729	5
M	949.5	 3.825	5
M	950.0	 3.596	5
M	950.5	 3.887	5
M	951.1	 3.710	5
M	951.6	 3.949	5
M	952.1	 3.703	5
M	952.6	 3.783	5
M	953.1	 3.782	5
M	953.6	 3.856	5
M	954.1	 3.764	5
M	954.6	 3.553	5
M	955.1	 3.796	5
M	955.6	 3.887	5
M	956.1	 3.730	5
M	956.6	 3.747	5
M	957.1	 3.640	5
M	957.6	 3.603	5
M	958.1	 3.926	5
M	958.6	 3.757	5
M	959.1	 3.676	5
M	959.6	 3.668	5
M	960.1	 3.762	5
M	960.6	 3.893	5
M	961.1	 3.816	5
M	961.6	 3.819	5
M	962.1	 3.902	5
M	962.6	 3.796	5
M	963.1	 3.507	5
M	963.6	 3.724	5
M	964.1	 3.560	5
M	964.6	 3.667	5
M	965.1	 3.716	5
M	965.6	 3.812	5
M	966.1	 3.826	5
M	966.6	 3.796	5
M	967.1	 3.818	5
M	967.6	 3.954	5
M	968.1	 3.746	5
M	968.6	 3.538	5
M	969.1	 3.523	5
M	969.6	 3.736	5
M	970.1	 3.789	5
M	970.6	 3.923	5
M	971.1	 3.702	5
M	971.6	 3.760	5
M	972.1	 3.932	5
M	972.6	 3.930	5
M	973.1	 3.786	5
M	973.6	 3.568	5
M	974.1	 3.604	5
M	974.6	 3.723	5
M	975.1	 3.670	5
M	975.6	 3.902	5
M	976.2	 3.848	5
M	976.7	 3.616	5
M	977.2	 3.560	5
M	977.7	 3.861	5
M	978.2	 3.774	5
M	978.7	 3.784	5
M	979.2	 3.810	5
M	979.7	 3.624	5
M	980.2	 3.723	5
M	980.7	 3.688	5
M	981.2	 3.542	5
M	981.7	 3.634	5
M	982.2	 3.631	5
M	982.7	 3.663	5
M	983.2	 3.645	5
M	983.7	 3.549	5
M	984.2	 3.684	5
M	984.7	 3.485	5
M	985.2	 3.682	5
M	985.7	 3.795	5
M	986.2	 3.670	5
M	986.7	 3.498	5
M	987.2	 3.499	5
M	987.7	 3.602	5
M	988.2	 3.625	5
M	988.7	 3.639	5
M	989.2	 3.602	5
M	989.7	 3.749	5
M	990.2	 3.582	5
M	990.7	 3.872	5
M	991.2	 3.467	5
M	991.7	 3.615	5
M	992.2	 3.667	5
M	992.7	 3.712	5
M	993.2	 3.467	5
M	993.7	 3.604	5
M	994.2	 3.431	5
M	994.7	 3.534	5
M	995.2	 3.689	5
M	995.7	 3.671	5
M	996.2	 3.604	5
M	996.7	 3.382	5
M	997.2	 3.425	5
M	997.7	 3.622	5
M	998.2	 3.709	5
M	998.7	 3.611	5
M	999.2	 3.626	5
M	999.7	 3.745	5
M	1000.2	 3.794	5
M	1000.7	 3.700	5
M	1001.3	 3.742	5
M	1001.8	 3.588	5
M	1002.3	 3.608	5
M	1002.8	 3.605	5
M	1003.3	 3.740	5
M	1003.8	 3.751	5
M	1004.3	 3.642	5
M	1004.8	 3.498	5
M	1005.3	 3.454	5
M	1005.8	 3.562	5
M	1006.3	 3.885	5
M	1006.8	 3.554	5
M	1007.3	 3.515	5
M	1007.8	 3.606	5
M	1008.3	 3.620	5
M	1008.8	 3.472	5
M	1009.3	 3.654	5
M	1009.8	 3.741	5
M	1010.3	 3.851	5
M	1010.8	 3.450	5
M	1011.3	 3.417	5
M	1011.8	 3.790	5
M	1012.3	 3.459	5
M	1012.8	 3.750	5
M	1013.3	 3.502	5
M	1013.8	 3.654	5
M	1014.3	 3.675	5
M	1014.8	 3.587	5
M	1015.3	 3.631	5
M	1015.8	 3.658	5
M	1016.3	 3.620	5
M	1016.8	 3.548	5
M	1017.3	 3.864	5
M	1017.8	 3.473	5
M	1018.3	 3.672	5
M	1018.8	 3.595	5
M	1019.3	 3.586	5
M	1019.8	 3.400	5
M	1020.3	 3.442	5
M	1020.8	 3.806	5
M	1021.3	 3.752	5
M	1021.8	 3.696	5
M	1022.3	 3.611	5
M	1022.8	 3.596	5
M	1023.3	 3.707	5
M	1023.8	 3.766	5
M	1024.3	 3.649	5
M	1024.8	 3.422	5
M	1025.3	 3.657	5
M	1025.8	 3.628	5
M	1026.4	 3.425	5
M	1026.9	 3.411	5
M	1027.4	 3.617	5
M	1027.9	 3.762	5
M	1028.4	 3.722	5
M	1028.9	 3.697	5
M	1029.4	 3.688	5
M	1029.9	 3.581	5
M	1030.4	 3.478	5
M	1030.9	 3.626	5
M	1031.4	 3.476	5
M	1031.9	 3.670	5
M	1032.4	 3.832	5
M	1032.9	 3.631	5
M	1033.4	 3.786	5
M	1033.9	 3.451	5
M	1034.4	 3.633	5
M	1034.9	 3.525	5
M	1035.4	 3.493	5
M	1035.9	 3.632	5
M	1036.4	 3.583	5
M	1036.9	 3.517	5
M	1037.4	 3.593	5
M	1037.9	 3.474	5
M	1038.4	 3.482	5
M	1038.9	 3.426	5
M	1039.4	 3.307	5
M	1039.9	 3.456	5
M	1040.4	 3.625	5
M	1040.9	 3.443	5
M	1041.4	 3.499	5
M	1041.9	 3.700	5
M	1042.4	 3.635	5
M	1042.9	 3.612	5
M	1043.4	 3.525	5
M	1043.9	 3.284	5
M	1044.4	 3.607	5
M	1044.9	 3.456	5
M	1045.4	 3.287	5
M	1045.9	 3.618	5
M	1046.4	 3.547	5
M	1046.9	 3.391	5
M	1047.4	 3.467	5
M	1047.9	 3.520	5
M	1048.4	 3.451	5
M	1048.9	 3.438	5
M	1049.4	 3.620	5
M	1049.9	 3.379	5
M	1050.4	 3.575	5
M	1050.9	 3.598	5
M	1051.5	 3.189	5
M	1052.0	 3.440	5
M	1052.5	 3.547	5
M	1053.0	 3.406	5
M	1053.5	 3.410	5
M	1054.0	 3.599	5
M	1054.5	 3.479	5
M	1055.0	 3.332	5
M	1055.5	 3.473	5
M	1056.0	 3.652	5
M	1056.5	 3.355	5
M	1057.0	 3.506	5
M	1057.5	 3.641	5
M	1058.0	 3.246	5
M	1058.5	 3.462	5
M	1059.0	 3.632	5
M	1059.5	 3.330	5
M	1060.0	 3.326	5
M	1060.5	 3.424	5
M	1061.0	 3.515	5
M	1061.5	 3.552	5
M	1062.0	 3.282	5
M	1062.5	 3.531	5
M	1063.0	 3.600	5
M	1063.5	 3.460	5
M	1064.0	 3.284	5
M	1064.5	 3.284	5
M	1065.0	 3.552	5
M	1065.5	 3.572	5
M	1066.0	 3.613	5
M	1066.5	 3.561	5
M	1067.0	 3.647	5
M	1067.5	 3.660	5
M	1068.0	 3.637	5
M	1068.5	 3.767	5
M	1069.0	 3.536	5
M	1069.5	 3.448	5
M	1070.0	 3.624	5
M	1070.5	 3.808	5
M	1071.0	 3.708	5
M	1071.5	 3.501	5
M	1072.0	 3.621	5
M	1072.5	 3.610	5
M	1073.0	 3.586	5
M	1073.5	 3.554	5
M	1074.0	 3.394	5
M	1074.5	 3.497	5
M	1075.0	 3.438	5
M	1075.5	 3.371	5
M	1076.0	 3.348	5
M	1076.6	 3.378	5
M	1077.1	 3.591	5
M	1077.6	 3.512	5
M	1078.1	 3.383	5
M	1078.6	 3.370	5
M	1079.1	 3.632	5
M	1079.6	 3.537	5
M	1080.1	 3.594	5
M	1080.6	 3.573	5
M	1081.1	 3.446	5
M	1081.6	 3.512	5
M	1082.1	 3.543	5
M	1082.6	 3.652	5
M	1083.1	 3.525	5
M	1083.6	 3.384	5
M	1084.1	 3.660	5
M	1084.6	 3.649	5
M	1085.1	 3.580	5
M	1085.6	 3.526	5
M	1086.1	 3.489	5
M	1086.6	 3.294	5
M	1087.1	 3.466	5
M	1087.6	 3.380	5
M	1088.1	 3.500	5
M	1088.6	 3.568	5
M	1089.1	 3.593	5
M	1089.6	 3.368	5
M	1090.1	 3.633	5
M	1090.6	 3.366	5
M	1091.1	 3.606	5
M	1091.6	 3.423	5
M	1092.1	 3.526	5
M	1092.6	 3.418	5
M	1093.1	 3.379	5
M	1093.6	 3.525	5
M	1094.1	 3.524	5
M	1094.6	 3.634	5
M	1095.1	 3.596	5
M	1095.6	 3.709	5
M	1096.1	 3.430	5
M	1096.6	 3.411	5
M	1097.1	 3.487	5
M	1097.6	 3.692	5
M	1098.1	 3.428	5
M	1098.6	 3.682	5
M	1099.1	 3.590	5
M	1099.6	 3.513	5
M	1100.1	 3.509	5
M	1100.6	 3.515	5
M	1101.1	 3.596	5
M	1101.7	 3.414	5
M	1102.2	 3.417	5
M	1102.7	 3.536	5
M	1103.2	 3.494	5
M	1103.7	 3.705	5
M	1104.2	 3.644	5
M	1104.7	 3.426	5
M	1105.2	 3.427	5
M	1105.7	 3.561	5
M	1106.2	 3.636	5
M	1106.7	 3.510	5
M	1107.2	 3.567	5
M	1107.7	 3.505	5
M	1108.2	 3.686	5
M	1108.7	 3.561	5
M	1109.2	 3.539	5
M	1109.7	 3.337	5
M	1110.2	 3.575	5
M	1110.7	 3.616	5
M	1111.2	 3.507	5
M	1111.7	 3.555	5
M	1112.2	 3.669	5
M	1112.7	 3.482	5
M	1113.2	 3.451	5
M	1113.7	 3.594	5
M	1114.2	 3.486	5
M	1114.7	 3.543	5
M	1115.2	 3.530	5
M	1115.7	 3.629	5
M	1116.2	 3.536	5
M	1116.7	 3.533	5
M	1117.2	 3.529	5
M	1117.7	 3.433	5
M	1118.2	 3.305	5
M	1118.7	 3.389	5
M	1119.2	 3.367	5
M	1119.7	 3.525	5
M	1120.2	 3.400	5
M	1120.7	 3.688	5
M	1121.2	 3.536	5
M	1121.7	 3.564	5
M	1122.2	 3.439	5
M	1122.7	 3.458	5
M	1123.2	 3.525	5
M	1123.7	 3.381	5
M	1124.2	 3.647	5
M	1124.7	 3.574	5
M	1125.2	 3.708	5
M	1125.7	 3.790	5
M	1126.2	 3.517	5
M	1126.8	 3.519	5
M	1127.3	 3.486	5
M	1127.8	 3.614	5
M	1128.3	 3.610	5
M	1128.8	 3.794	5
M	1129.3	 3.417	5
M	1129.8	 3.484	5
M	1130.3	 3.719	5
M	1130.8	 3.656	5
M	1131.3	 3.441	5
M	1131.8	 3.515	5
M	1132.3	 3.472	5
M	1132.8	 3.589	5
M	1133.3	 3.415	5
M	1133.8	 3.513	5
M	1134.3	 3.716	5
M	1134.8	 3.722	5
M	1135.3	 3.618	5
M	1135.8	 3.436	5
M	1136.3	 3.628	5
M	1136.8	 3.599	5
M	1137.3	 3.619	5
M	1137.8	 3.507	5
M	1138.3	 3.631	5
M	1138.8	 3.604	5
M	1139.3	 3.441	5
M	1139.8	 3.453	5
M	1140.3	 3.521	5
M	1140.8	 3.594	5
M	1141.3	 3.420	5
M	1141.8	 3.325	5
M	1142.3	 3.440	5
M	1142.8	 3.465	5
M	1143.3	 3.620	5
M	1143.8	 3.604	5
M	1144.3	 3.644	5
M	1144.8	 3.355	5
M	1145.3	 3.649	5
M	1145.8	 3.508	5
M	1146.3	 3.587	5
M	1146.8	 3.738	5
M	1147.3	 3.622	5
M	1147.8	 3.533	5
M	1148.3	 3.420	5
M	1148.8	 3.429	5
M	1149.3	 3.525	5
M	1149.8	 3.559	5
M	1150.3	 3.489	5
M	1150.8	 3.627	5
M	1151.3	 3.394	5
M	1151.9	 3.576	5
M	1152.4	 3.599	5
M	1152.9	 3.602	5
M	1153.4	 3.491	5
M	1153.9	 3.391	5
M	1154.4	 3.692	5
M	1154.9	 3.590	5
M	1155.4	 3.716	5
M	1155.9	 3.229	5
M	1156.4	 3.742	5
M	1156.9	 3.684	5
M	1157.4	 3.379	5
M	1157.9	 3.429	5
M	1158.4	 3.454	5
M	1158.9	 3.687	5
M	1159.4	 3.635	5
M	1159.9	 3.321	5
M	1160.4	 3.284	5
M	1160.9	 3.354	5
M	1161.4	 3.152	5
M	1161.9	 3.694	5
M	1162.4	 3.456	5
M	1162.9	 3.552	5
M	1163.4	 3.546	5
M	1163.9	 3.350	5
M	1164.4	 3.295	5
M	1164.9	 3.699	5
M	1165.4	 3.540	5
M	1165.9	 3.538	5
M	1166.4	 3.309	5
M	1166.9	 3.163	5
M	1167.4	 3.187	5
M	1167.9	 3.323	5
M	1168.4	 3.527	5
M	1168.9	 3.510	5
M	1169.4	 3.341	5
M	1169.9	 3.255	5
M	1170.4	 3.679	5
M	1170.9	 3.580	5
M	1171.4	 3.269	5
M	1171.9	 3.460	5
M	1172.4	 3.642	5
M	1172.9	 3.593	5
M	1173.4	 3.563	5
M	1173.9	 3.435	5
M	1174.4	 3.489	5
M	1174.9	 3.458	5
M	1175.4	 3.191	5
M	1175.9	 3.242	5
M	1176.4	 3.235	5
M	1177.0	 3.310	5
M	1177.5	 3.340	5
M	1178.0	 3.349	5
M	1178.5	 3.319	5
M	1179.0	 3.760	5
M	1179.5	 3.530	5
M	1180.0	 3.290	5
M	1180.5	 3.255	5
M	1181.0	 3.393	5
M	1181.5	 3.322	5
M	1182.0	 3.456	5
M	1182.5	 3.585	5
M	1183.0	 3.512	5
M	1183.5	 3.287	5
M	1184.0	 3.666	5
M	1184.5	 3.326	5
M	1185.0	 3.258	5
M	1185.5	 3.199	5
M	1186.0	 3.223	5
M	1186.5	 3.565	5
M	1187.0	 3.441	5
M	1187.5	 3.669	5
M	1188.0	 3.560	5
M	1188.5	 3.339	5
M	1189.0	 3.245	5
M	1189.5	 3.304	5
M	1190.0	 3.547	5
M	1190.5	 3.668	5
M	1191.0	 3.551	5
M	1191.5	 3.175	5
M	1192.0	 3.452	5
M	1192.5	 3.539	5
M	1193.0	 3.741	5
M	1193.5	 3.564	5
M	1194.0	 3.454	5
M	1194.5	 3.545	5
M	1195.0	 3.497	5
M	1195.5	 3.529	5
M	1196.0	 3.320	5
M	1196.5	 3.382	5
M	1197.0	 3.491	5
M	1197.5	 3.235	5
M	1198.0	 3.151	5
M	1198.5	 3.254	5
M	1199.0	 3.311	5
M	1199.5	 3.433	5
M	1200.0	 3.396	5
M	1200.5	 3.323	5
M	1201.0	 3.645	5
M	1201.5	 3.392	5
M	1202.1	 3.686	5
# band-dsp-teensy manual [acghmpsz] > a
# NOTE: Added 3rd ml of concentrated yeast
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	1296.9	 4.826	5
M	1297.4	 5.546	5
M	1297.9	 5.039	5
M	1298.4	 5.088	5
M	1298.9	 4.855	5
M	1299.4	 4.961	5
M	1299.9	 5.067	5
M	1300.4	 4.710	5
M	1300.9	 4.743	5
M	1301.4	 4.742	5
M	1301.9	 4.940	5
M	1302.4	 5.248	5
M	1302.9	 5.206	5
M	1303.4	 5.042	5
M	1303.9	 4.707	5
M	1304.4	 4.946	5
M	1304.9	 4.851	5
M	1305.4	 4.921	5
M	1305.9	 5.056	5
M	1306.4	 5.054	5
M	1306.9	 4.716	5
M	1307.4	 5.046	5
M	1307.9	 5.035	5
M	1308.4	 5.070	5
M	1308.9	 4.843	5
M	1309.4	 4.735	5
M	1309.9	 4.650	5
M	1310.4	 4.881	5
M	1310.9	 5.071	5
M	1311.4	 5.139	5
M	1311.9	 4.989	5
M	1312.4	 5.090	5
M	1312.9	 4.648	5
M	1313.4	 4.983	5
M	1313.9	 5.007	5
M	1314.4	 4.705	5
M	1314.9	 4.908	5
M	1315.4	 5.174	5
M	1315.9	 4.857	5
M	1316.4	 4.544	5
M	1316.9	 4.718	5
M	1317.4	 4.870	5
M	1317.9	 4.999	5
M	1318.4	 4.680	5
M	1318.9	 4.952	5
M	1319.4	 4.845	5
M	1319.9	 4.552	5
M	1320.4	 4.500	5
M	1320.9	 4.712	5
M	1321.5	 4.888	5
M	1322.0	 4.812	5
M	1322.5	 4.623	5
M	1323.0	 4.899	5
M	1323.5	 4.951	5
M	1324.0	 4.831	5
M	1324.5	 4.547	5
M	1325.0	 4.741	5
M	1325.5	 4.353	5
M	1326.0	 4.469	5
M	1326.5	 4.581	5
M	1327.0	 4.410	5
M	1327.5	 4.704	5
M	1328.0	 5.048	5
M	1328.5	 4.798	5
M	1329.0	 4.827	5
M	1329.5	 4.641	5
M	1330.0	 4.582	5
M	1330.5	 4.592	5
M	1331.0	 4.651	5
M	1331.5	 4.669	5
M	1332.0	 4.339	5
M	1332.5	 4.474	5
M	1333.0	 4.861	5
M	1333.5	 4.659	5
M	1334.0	 4.471	5
M	1334.5	 4.869	5
M	1335.0	 4.739	5
M	1335.5	 4.592	5
M	1336.0	 4.347	5
M	1336.5	 4.600	5
M	1337.0	 4.621	5
M	1337.5	 4.695	5
M	1338.0	 4.772	5
M	1338.5	 4.572	5
M	1339.0	 4.669	5
M	1339.5	 4.640	5
M	1340.0	 4.510	5
M	1340.5	 4.707	5
M	1341.0	 4.704	5
M	1341.5	 4.437	5
M	1342.0	 4.670	5
M	1342.5	 4.873	5
M	1343.0	 4.307	5
M	1343.5	 4.404	5
