# Current settings:
# Gain setting 2x (1)
# Hit return to leave a parameter unchanged
# Enter Nephelometer setting (1): 
# (not updated)
# Current settings:
# Gain setting 2x (1)
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	629.2	 1.150	2
M	629.7	 1.166	2
M	630.2	 1.164	2
M	630.7	 1.120	2
M	631.2	 1.095	2
M	631.7	 1.181	2
M	632.2	 1.311	2
M	632.7	 1.130	2
M	633.2	 1.121	2
M	633.7	 1.144	2
M	634.2	 1.192	2
M	634.7	 1.309	2
M	635.2	 1.108	2
M	635.7	 1.141	2
M	636.2	 1.116	2
M	636.7	 1.244	2
M	637.2	 1.125	2
M	637.8	 1.144	2
M	638.3	 1.104	2
M	638.8	 1.267	2
M	639.3	 1.105	2
M	639.8	 1.161	2
M	640.3	 1.215	2
M	640.8	 1.168	2
M	641.3	 1.086	2
M	641.8	 1.082	2
M	642.3	 1.078	2
M	642.8	 1.202	2
M	643.3	 1.170	2
M	643.8	 1.284	2
M	644.3	 1.123	2
M	644.8	 1.071	2
M	645.3	 1.150	2
M	645.8	 1.146	2
M	646.3	 1.175	2
M	646.8	 1.088	2
M	647.3	 1.240	2
M	647.8	 1.110	2
M	648.3	 1.151	2
M	648.8	 1.133	2
M	649.3	 1.090	2
M	649.8	 1.079	2
M	650.3	 1.152	2
M	650.8	 1.075	2
M	651.3	 1.165	2
M	651.8	 1.153	2
M	652.3	 1.187	2
M	652.8	 1.122	2
M	653.3	 1.217	2
M	653.8	 1.125	2
M	654.3	 1.228	2
M	654.8	 1.088	2
M	655.3	 1.165	2
M	655.8	 1.127	2
M	656.3	 1.207	2
M	656.8	 1.214	2
M	657.3	 1.162	2
M	657.8	 1.170	2
M	658.3	 1.117	2
M	658.8	 1.231	2
M	659.3	 1.185	2
M	659.8	 1.117	2
M	660.3	 1.083	2
M	660.8	 1.186	2
M	661.3	 1.183	2
M	661.8	 1.267	2
M	662.3	 1.193	2
M	662.9	 1.230	2
M	663.4	 1.178	2
M	663.9	 1.103	2
M	664.4	 1.109	2
M	664.9	 1.175	2
M	665.4	 1.212	2
M	665.9	 1.191	2
M	666.4	 1.186	2
M	666.9	 1.181	2
M	667.4	 1.170	2
M	667.9	 1.088	2
M	668.4	 1.187	2
M	668.9	 1.158	2
M	669.4	 1.050	2
M	669.9	 1.233	2
M	670.4	 1.090	2
M	670.9	 1.155	2
M	671.4	 1.210	2
M	671.9	 1.220	2
M	672.4	 1.088	2
M	672.9	 1.161	2
M	673.4	 1.189	2
M	673.9	 1.115	2
M	674.4	 1.229	2
M	674.9	 1.178	2
M	675.4	 1.241	2
M	675.9	 1.133	2
M	676.4	 1.245	2
M	676.9	 1.211	2
M	677.4	 1.215	2
M	677.9	 1.124	2
M	678.4	 1.187	2
M	678.9	 1.191	2
M	679.4	 1.242	2
M	679.9	 1.207	2
M	680.4	 1.121	2
M	680.9	 1.208	2
M	681.4	 1.128	2
M	681.9	 1.204	2
M	682.4	 1.161	2
M	682.9	 1.051	2
M	683.4	 1.217	2
M	683.9	 1.185	2
M	684.4	 1.143	2
M	684.9	 1.083	2
M	685.4	 1.098	2
M	685.9	 1.227	2
M	686.4	 1.227	2
M	686.9	 1.191	2
M	687.4	 1.103	2
M	688.0	 1.236	2
M	688.5	 1.096	2
M	689.0	 1.146	2
M	689.5	 1.045	2
M	690.0	 1.108	2
M	690.5	 1.150	2
M	691.0	 1.219	2
M	691.5	 1.212	2
M	692.0	 1.145	2
M	692.5	 1.068	2
M	693.0	 1.219	2
M	693.5	 1.081	2
M	694.0	 1.235	2
M	694.5	 1.185	2
M	695.0	 1.069	2
M	695.5	 1.105	2
M	696.0	 1.105	2
M	696.5	 1.178	2
M	697.0	 1.189	2
M	697.5	 1.208	2
M	698.0	 1.170	2
M	698.5	 1.085	2
M	699.0	 1.098	2
M	699.5	 1.266	2
M	700.0	 1.097	2
M	700.5	 1.206	2
M	701.0	 1.155	2
M	701.5	 1.209	2
M	702.0	 1.206	2
M	702.5	 1.165	2
M	703.0	 1.238	2
M	703.5	 1.145	2
M	704.0	 1.044	2
M	704.5	 1.223	2
M	705.0	 1.233	2
M	705.5	 1.145	2
M	706.0	 1.232	2
M	706.5	 1.188	2
M	707.0	 1.138	2
M	707.5	 1.144	2
M	708.0	 1.103	2
M	708.5	 1.135	2
M	709.0	 1.144	2
M	709.5	 1.163	2
M	710.0	 1.258	2
M	710.5	 1.052	2
M	711.0	 1.099	2
M	711.5	 1.248	2
M	712.0	 1.201	2
M	712.5	 1.128	2
M	713.1	 1.131	2
M	713.6	 1.114	2
M	714.1	 1.151	2
M	714.6	 1.069	2
M	715.1	 1.090	2
M	715.6	 1.137	2
M	716.1	 1.140	2
M	716.6	 1.110	2
M	717.1	 1.057	2
M	717.6	 1.107	2
M	718.1	 1.233	2
M	718.6	 1.207	2
M	719.1	 1.232	2
M	719.6	 1.055	2
M	720.1	 1.093	2
M	720.6	 1.130	2
M	721.1	 1.084	2
M	721.6	 1.105	2
M	722.1	 1.215	2
M	722.6	 1.099	2
M	723.1	 1.211	2
M	723.6	 1.168	2
M	724.1	 1.107	2
M	724.6	 1.140	2
M	725.1	 1.177	2
M	725.6	 1.159	2
M	726.1	 1.252	2
M	726.6	 1.088	2
M	727.1	 1.106	2
M	727.6	 1.137	2
M	728.1	 1.103	2
M	728.6	 1.218	2
M	729.1	 1.218	2
M	729.6	 1.192	2
M	730.1	 1.141	2
M	730.6	 1.065	2
M	731.1	 1.122	2
M	731.6	 1.185	2
M	732.1	 1.174	2
M	732.6	 1.229	2
M	733.1	 1.143	2
M	733.6	 1.136	2
M	734.1	 1.136	2
M	734.6	 1.145	2
M	735.1	 1.224	2
M	735.6	 1.071	2
M	736.1	 1.092	2
M	736.6	 1.126	2
M	737.1	 1.230	2
M	737.6	 1.186	2
M	738.2	 1.223	2
M	738.7	 1.100	2
M	739.2	 1.208	2
M	739.7	 1.124	2
M	740.2	 1.142	2
M	740.7	 1.266	2
M	741.2	 1.101	2
M	741.7	 1.214	2
M	742.2	 1.222	2
M	742.7	 1.118	2
M	743.2	 1.157	2
M	743.7	 1.119	2
M	744.2	 1.050	2
M	744.7	 1.100	2
M	745.2	 1.073	2
M	745.7	 1.160	2
M	746.2	 1.158	2
M	746.7	 1.142	2
M	747.2	 1.147	2
M	747.7	 1.091	2
M	748.2	 1.193	2
M	748.7	 1.122	2
M	749.2	 1.083	2
M	749.7	 1.245	2
M	750.2	 1.109	2
M	750.7	 1.104	2
M	751.2	 1.169	2
M	751.7	 1.096	2
M	752.2	 1.138	2
M	752.7	 1.154	2
M	753.2	 1.085	2
M	753.7	 1.260	2
M	754.2	 1.126	2
M	754.7	 1.090	2
M	755.2	 1.181	2
M	755.7	 1.100	2
M	756.2	 1.224	2
M	756.7	 1.156	2
M	757.2	 1.176	2
M	757.7	 1.218	2
M	758.2	 1.105	2
M	758.7	 1.097	2
M	759.2	 1.194	2
M	759.7	 1.111	2
M	760.2	 1.149	2
M	760.7	 1.088	2
M	761.2	 1.196	2
M	761.7	 1.131	2
M	762.2	 1.222	2
M	762.7	 1.116	2
M	763.3	 1.094	2
M	763.8	 1.238	2
M	764.3	 1.233	2
M	764.8	 1.255	2
M	765.3	 1.040	2
M	765.8	 1.207	2
M	766.3	 1.145	2
M	766.8	 1.227	2
M	767.3	 1.097	2
M	767.8	 1.186	2
M	768.3	 1.138	2
M	768.8	 1.219	2
M	769.3	 1.107	2
M	769.8	 1.069	2
M	770.3	 1.058	2
M	770.8	 1.085	2
M	771.3	 1.095	2
M	771.8	 1.199	2
M	772.3	 1.198	2
M	772.8	 1.154	2
M	773.3	 1.217	2
M	773.8	 1.182	2
M	774.3	 1.065	2
M	774.8	 1.227	2
M	775.3	 1.099	2
M	775.8	 1.286	2
M	776.3	 1.115	2
M	776.8	 1.123	2
M	777.3	 1.062	2
M	777.8	 1.105	2
M	778.3	 1.143	2
M	778.8	 1.137	2
M	779.3	 1.110	2
M	779.8	 1.216	2
M	780.3	 1.226	2
M	780.8	 1.235	2
M	781.3	 1.186	2
M	781.8	 1.213	2
M	782.3	 1.243	2
M	782.8	 1.077	2
M	783.3	 1.171	2
M	783.8	 1.090	2
M	784.3	 1.218	2
M	784.8	 1.218	2
M	785.3	 1.194	2
M	785.8	 1.239	2
M	786.3	 1.115	2
M	786.8	 1.257	2
M	787.3	 1.166	2
M	787.8	 1.084	2
M	788.4	 1.139	2
M	788.9	 1.228	2
M	789.4	 1.176	2
M	789.9	 1.123	2
M	790.4	 1.239	2
M	790.9	 1.163	2
M	791.4	 1.216	2
M	791.9	 1.147	2
M	792.4	 1.051	2
M	792.9	 1.215	2
M	793.4	 1.226	2
M	793.9	 1.153	2
M	794.4	 1.120	2
M	794.9	 1.144	2
M	795.4	 1.171	2
M	795.9	 1.116	2
M	796.4	 1.108	2
M	796.9	 1.207	2
M	797.4	 1.231	2
M	797.9	 1.048	2
M	798.4	 1.132	2
M	798.9	 1.165	2
M	799.4	 1.221	2
M	799.9	 1.104	2
M	800.4	 1.135	2
M	800.9	 1.135	2
M	801.4	 1.093	2
M	801.9	 1.242	2
M	802.4	 1.141	2
M	802.9	 1.087	2
M	803.4	 1.166	2
# band-dsp-teensy manual [acghmpsz] > a
# NOTE: Added 2 more ml for 4 ml total
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	858.0	 1.662	2
M	858.5	 1.706	2
M	859.0	 1.688	2
M	859.5	 1.677	2
M	860.0	 1.704	2
M	860.5	 1.570	2
M	861.0	 1.751	2
M	861.5	 1.719	2
M	862.0	 1.722	2
M	862.5	 1.708	2
M	863.0	 1.746	2
M	863.5	 1.758	2
M	864.0	 1.693	2
M	864.5	 1.831	2
M	865.0	 1.726	2
M	865.5	 1.675	2
M	866.0	 1.633	2
M	866.5	 1.679	2
M	867.0	 1.695	2
M	867.5	 1.636	2
M	868.0	 1.754	2
M	868.5	 1.570	2
M	869.0	 1.592	2
M	869.5	 1.740	2
M	870.0	 1.746	2
M	870.5	 1.633	2
M	871.0	 1.652	2
M	871.5	 1.555	2
M	872.0	 1.718	2
M	872.5	 1.653	2
M	873.0	 1.561	2
M	873.5	 1.828	2
M	874.0	 1.638	2
M	874.5	 1.793	2
M	875.1	 1.621	2
M	875.6	 1.648	2
M	876.1	 1.557	2
M	876.6	 1.665	2
M	877.1	 1.756	2
M	877.6	 1.637	2
M	878.1	 1.563	2
M	878.6	 1.532	2
M	879.1	 1.584	2
M	879.6	 1.641	2
M	880.1	 1.591	2
M	880.6	 1.633	2
M	881.1	 1.788	2
M	881.6	 1.608	2
M	882.1	 1.696	2
M	882.6	 1.562	2
M	883.1	 1.606	2
M	883.6	 1.630	2
M	884.1	 1.584	2
M	884.6	 1.702	2
M	885.1	 1.721	2
M	885.6	 1.618	2
M	886.1	 1.730	2
M	886.6	 1.507	2
M	887.1	 1.718	2
M	887.6	 1.632	2
M	888.1	 1.686	2
M	888.6	 1.677	2
M	889.1	 1.626	2
M	889.6	 1.736	2
M	890.1	 1.597	2
M	890.6	 1.649	2
M	891.1	 1.650	2
M	891.6	 1.639	2
M	892.1	 1.634	2
M	892.6	 1.646	2
M	893.1	 1.688	2
M	893.6	 1.621	2
M	894.1	 1.678	2
M	894.6	 1.751	2
M	895.1	 1.623	2
M	895.6	 1.644	2
M	896.1	 1.640	2
M	896.6	 1.609	2
M	897.1	 1.662	2
M	897.6	 1.629	2
M	898.1	 1.593	2
M	898.6	 1.680	2
M	899.1	 1.612	2
M	899.6	 1.706	2
M	900.2	 1.616	2
M	900.7	 1.717	2
M	901.2	 1.586	2
M	901.7	 1.717	2
M	902.2	 1.629	2
M	902.7	 1.595	2
M	903.2	 1.713	2
M	903.7	 1.651	2
M	904.2	 1.607	2
M	904.7	 1.654	2
M	905.2	 1.695	2
M	905.7	 1.523	2
M	906.2	 1.493	2
M	906.7	 1.607	2
M	907.2	 1.657	2
M	907.7	 1.745	2
M	908.2	 1.738	2
M	908.7	 1.581	2
M	909.2	 1.602	2
M	909.7	 1.659	2
M	910.2	 1.643	2
M	910.7	 1.537	2
M	911.2	 1.654	2
M	911.7	 1.649	2
M	912.2	 1.645	2
M	912.7	 1.597	2
M	913.2	 1.547	2
M	913.7	 1.662	2
M	914.2	 1.741	2
M	914.7	 1.649	2
M	915.2	 1.519	2
M	915.7	 1.637	2
M	916.2	 1.518	2
M	916.7	 1.637	2
M	917.2	 1.572	2
M	917.7	 1.666	2
M	918.2	 1.588	2
M	918.7	 1.569	2
M	919.2	 1.642	2
M	919.7	 1.658	2
M	920.2	 1.729	2
M	920.7	 1.517	2
M	921.2	 1.665	2
M	921.7	 1.640	2
M	922.2	 1.620	2
M	922.7	 1.594	2
M	923.2	 1.701	2
M	923.7	 1.633	2
M	924.2	 1.523	2
M	924.7	 1.650	2
M	925.3	 1.556	2
M	925.8	 1.654	2
M	926.3	 1.543	2
M	926.8	 1.648	2
M	927.3	 1.570	2
M	927.8	 1.609	2
M	928.3	 1.570	2
M	928.8	 1.683	2
M	929.3	 1.489	2
M	929.8	 1.638	2
M	930.3	 1.569	2
M	930.8	 1.705	2
M	931.3	 1.620	2
M	931.8	 1.536	2
M	932.3	 1.719	2
M	932.8	 1.686	2
M	933.3	 1.623	2
M	933.8	 1.594	2
M	934.3	 1.590	2
M	934.8	 1.539	2
M	935.3	 1.694	2
M	935.8	 1.590	2
M	936.3	 1.698	2
M	936.8	 1.561	2
M	937.3	 1.673	2
M	937.8	 1.556	2
M	938.3	 1.588	2
M	938.8	 1.648	2
M	939.3	 1.530	2
M	939.8	 1.662	2
M	940.3	 1.676	2
M	940.8	 1.582	2
M	941.3	 1.652	2
M	941.8	 1.683	2
M	942.3	 1.616	2
M	942.8	 1.631	2
M	943.3	 1.668	2
M	943.8	 1.557	2
M	944.3	 1.708	2
M	944.8	 1.627	2
M	945.3	 1.653	2
M	945.8	 1.592	2
M	946.3	 1.677	2
M	946.8	 1.702	2
M	947.3	 1.593	2
M	947.8	 1.726	2
M	948.3	 1.534	2
M	948.8	 1.538	2
M	949.3	 1.575	2
M	949.8	 1.527	2
M	950.4	 1.640	2
M	950.9	 1.590	2
M	951.4	 1.721	2
M	951.9	 1.692	2
M	952.4	 1.504	2
M	952.9	 1.500	2
M	953.4	 1.550	2
M	953.9	 1.639	2
M	954.4	 1.507	2
M	954.9	 1.621	2
M	955.4	 1.731	2
M	955.9	 1.679	2
M	956.4	 1.455	2
M	956.9	 1.676	2
M	957.4	 1.509	2
M	957.9	 1.725	2
M	958.4	 1.723	2
M	958.9	 1.554	2
M	959.4	 1.562	2
M	959.9	 1.580	2
M	960.4	 1.557	2
M	960.9	 1.540	2
M	961.4	 1.542	2
M	961.9	 1.584	2
M	962.4	 1.677	2
M	962.9	 1.600	2
M	963.4	 1.664	2
M	963.9	 1.540	2
M	964.4	 1.562	2
M	964.9	 1.667	2
M	965.4	 1.610	2
M	965.9	 1.588	2
M	966.4	 1.551	2
M	966.9	 1.517	2
M	967.4	 1.525	2
M	967.9	 1.587	2
M	968.4	 1.533	2
M	968.9	 1.617	2
M	969.4	 1.670	2
M	969.9	 1.715	2
M	970.4	 1.621	2
M	970.9	 1.519	2
M	971.4	 1.533	2
M	971.9	 1.536	2
M	972.4	 1.538	2
M	972.9	 1.609	2
M	973.4	 1.519	2
M	973.9	 1.664	2
M	974.4	 1.621	2
M	974.9	 1.608	2
M	975.5	 1.649	2
M	976.0	 1.564	2
M	976.5	 1.541	2
M	977.0	 1.615	2
M	977.5	 1.529	2
M	978.0	 1.590	2
M	978.5	 1.630	2
M	979.0	 1.647	2
M	979.5	 1.570	2
M	980.0	 1.518	2
M	980.5	 1.617	2
M	981.0	 1.505	2
M	981.5	 1.608	2
M	982.0	 1.577	2
M	982.5	 1.543	2
M	983.0	 1.687	2
M	983.5	 1.650	2
M	984.0	 1.606	2
M	984.5	 1.662	2
M	985.0	 1.623	2
M	985.5	 1.536	2
M	986.0	 1.551	2
M	986.5	 1.592	2
M	987.0	 1.607	2
M	987.5	 1.500	2
M	988.0	 1.556	2
M	988.5	 1.662	2
M	989.0	 1.653	2
M	989.5	 1.667	2
M	990.0	 1.607	2
M	990.5	 1.540	2
M	991.0	 1.564	2
M	991.5	 1.530	2
M	992.0	 1.575	2
M	992.5	 1.667	2
M	993.0	 1.620	2
M	993.5	 1.583	2
M	994.0	 1.468	2
M	994.5	 1.539	2
M	995.0	 1.536	2
M	995.5	 1.632	2
M	996.0	 1.722	2
M	996.5	 1.690	2
M	997.0	 1.574	2
M	997.5	 1.532	2
M	998.0	 1.538	2
M	998.5	 1.636	2
M	999.0	 1.622	2
M	999.5	 1.518	2
M	1000.0	 1.715	2
M	1000.6	 1.630	2
M	1001.1	 1.580	2
M	1001.6	 1.630	2
M	1002.1	 1.617	2
M	1002.6	 1.576	2
M	1003.1	 1.485	2
M	1003.6	 1.521	2
M	1004.1	 1.647	2
M	1004.6	 1.591	2
M	1005.1	 1.642	2
M	1005.6	 1.739	2
M	1006.1	 1.628	2
M	1006.6	 1.642	2
M	1007.1	 1.645	2
M	1007.6	 1.617	2
M	1008.1	 1.619	2
M	1008.6	 1.572	2
M	1009.1	 1.572	2
M	1009.6	 1.521	2
M	1010.1	 1.580	2
M	1010.6	 1.811	2
M	1011.1	 1.621	2
M	1011.6	 1.525	2
M	1012.1	 1.678	2
M	1012.6	 1.659	2
M	1013.1	 1.634	2
M	1013.6	 1.541	2
M	1014.1	 1.666	2
M	1014.6	 1.592	2
M	1015.1	 1.544	2
M	1015.6	 1.554	2
M	1016.1	 1.556	2
M	1016.6	 1.633	2
M	1017.1	 1.692	2
M	1017.6	 1.647	2
M	1018.1	 1.567	2
M	1018.6	 1.536	2
M	1019.1	 1.684	2
M	1019.6	 1.574	2
M	1020.1	 1.661	2
M	1020.6	 1.648	2
M	1021.1	 1.652	2
M	1021.6	 1.417	2
M	1022.1	 1.562	2
M	1022.6	 1.695	2
M	1023.1	 1.467	2
M	1023.6	 1.742	2
M	1024.1	 1.772	2
M	1024.6	 1.506	2
M	1025.1	 1.539	2
M	1025.7	 1.696	2
M	1026.2	 1.625	2
M	1026.7	 1.610	2
M	1027.2	 1.597	2
M	1027.7	 1.598	2
M	1028.2	 1.495	2
M	1028.7	 1.535	2
M	1029.2	 1.743	2
M	1029.7	 1.553	2
M	1030.2	 1.465	2
M	1030.7	 1.577	2
M	1031.2	 1.643	2
M	1031.7	 1.536	2
M	1032.2	 1.657	2
M	1032.7	 1.550	2
M	1033.2	 1.522	2
M	1033.7	 1.587	2
M	1034.2	 1.617	2
M	1034.7	 1.538	2
M	1035.2	 1.599	2
M	1035.7	 1.655	2
M	1036.2	 1.651	2
M	1036.7	 1.611	2
M	1037.2	 1.604	2
M	1037.7	 1.508	2
M	1038.2	 1.519	2
M	1038.7	 1.590	2
M	1039.2	 1.694	2
M	1039.7	 1.570	2
M	1040.2	 1.610	2
M	1040.7	 1.533	2
M	1041.2	 1.586	2
M	1041.7	 1.521	2
M	1042.2	 1.559	2
M	1042.7	 1.607	2
M	1043.2	 1.508	2
M	1043.7	 1.731	2
M	1044.2	 1.519	2
M	1044.7	 1.515	2
M	1045.2	 1.568	2
M	1045.7	 1.664	2
M	1046.2	 1.584	2
M	1046.7	 1.662	2
M	1047.2	 1.680	2
M	1047.7	 1.644	2
M	1048.2	 1.595	2
M	1048.7	 1.648	2
M	1049.2	 1.612	2
M	1049.7	 1.676	2
M	1050.2	 1.474	2
M	1050.8	 1.509	2
M	1051.3	 1.549	2
M	1051.8	 1.538	2
M	1052.3	 1.564	2
M	1052.8	 1.599	2
M	1053.3	 1.582	2
M	1053.8	 1.554	2
M	1054.3	 1.713	2
M	1054.8	 1.500	2
M	1055.3	 1.553	2
M	1055.8	 1.660	2
M	1056.3	 1.662	2
M	1056.8	 1.542	2
M	1057.3	 1.600	2
M	1057.8	 1.565	2
M	1058.3	 1.578	2
M	1058.8	 1.619	2
M	1059.3	 1.684	2
M	1059.8	 1.697	2
M	1060.3	 1.566	2
M	1060.8	 1.510	2
M	1061.3	 1.646	2
M	1061.8	 1.631	2
M	1062.3	 1.645	2
M	1062.8	 1.525	2
M	1063.3	 1.641	2
M	1063.8	 1.495	2
M	1064.3	 1.683	2
M	1064.8	 1.587	2
M	1065.3	 1.487	2
M	1065.8	 1.625	2
M	1066.3	 1.660	2
M	1066.8	 1.654	2
M	1067.3	 1.606	2
M	1067.8	 1.581	2
M	1068.3	 1.695	2
M	1068.8	 1.699	2
M	1069.3	 1.601	2
M	1069.8	 1.563	2
M	1070.3	 1.544	2
M	1070.8	 1.565	2
M	1071.3	 1.570	2
M	1071.8	 1.546	2
M	1072.3	 1.631	2
M	1072.8	 1.549	2
M	1073.3	 1.579	2
M	1073.8	 1.647	2
M	1074.3	 1.712	2
M	1074.8	 1.674	2
M	1075.3	 1.593	2
M	1075.9	 1.610	2
M	1076.4	 1.682	2
M	1076.9	 1.626	2
M	1077.4	 1.581	2
M	1077.9	 1.530	2
M	1078.4	 1.537	2
M	1078.9	 1.490	2
M	1079.4	 1.525	2
M	1079.9	 1.689	2
M	1080.4	 1.656	2
M	1080.9	 1.675	2
M	1081.4	 1.628	2
M	1081.9	 1.643	2
M	1082.4	 1.585	2
M	1082.9	 1.591	2
M	1083.4	 1.642	2
M	1083.9	 1.585	2
M	1084.4	 1.497	2
M	1084.9	 1.492	2
M	1085.4	 1.603	2
M	1085.9	 1.568	2
M	1086.4	 1.644	2
M	1086.9	 1.650	2
M	1087.4	 1.634	2
M	1087.9	 1.622	2
M	1088.4	 1.590	2
M	1088.9	 1.549	2
M	1089.4	 1.616	2
M	1089.9	 1.549	2
M	1090.4	 1.663	2
M	1090.9	 1.601	2
M	1091.4	 1.567	2
M	1091.9	 1.713	2
M	1092.4	 1.583	2
M	1092.9	 1.697	2
M	1093.4	 1.735	2
M	1093.9	 1.513	2
M	1094.4	 1.683	2
M	1094.9	 1.583	2
M	1095.4	 1.523	2
M	1095.9	 1.641	2
M	1096.4	 1.603	2
M	1096.9	 1.617	2
M	1097.4	 1.546	2
M	1097.9	 1.607	2
M	1098.4	 1.626	2
M	1098.9	 1.658	2
M	1099.4	 1.643	2
M	1099.9	 1.579	2
M	1100.4	 1.609	2
M	1101.0	 1.567	2
M	1101.5	 1.688	2
# band-dsp-teensy manual [acghmpsz] > a
# NOTE: Added 4 more ml for 8 total
# band-dsp-teensy manual [acghmpsz] > m
M	time.s	neph	gain
M	1178.1	 2.737	2
M	1178.6	 2.829	2
M	1179.1	 2.572	2
M	1179.6	 2.889	2
M	1180.1	 2.790	2
M	1180.6	 2.962	2
M	1181.1	 2.753	2
M	1181.6	 2.539	2
M	1182.1	 2.611	2
M	1182.6	 2.718	2
M	1183.1	 2.698	2
M	1183.6	 2.670	2
M	1184.1	 2.671	2
M	1184.6	 2.687	2
M	1185.1	 2.534	2
M	1185.6	 2.703	2
M	1186.2	 2.803	2
M	1186.7	 2.620	2
M	1187.2	 2.622	2
M	1187.7	 2.666	2
M	1188.2	 2.481	2
M	1188.7	 2.642	2
M	1189.2	 2.642	2
M	1189.7	 2.745	2
M	1190.2	 2.585	2
M	1190.7	 2.581	2
M	1191.2	 2.658	2
M	1191.7	 2.518	2
M	1192.2	 2.636	2
M	1192.7	 2.886	2
M	1193.2	 2.597	2
M	1193.7	 2.674	2
M	1194.2	 2.593	2
M	1194.7	 2.572	2
M	1195.2	 2.654	2
M	1195.7	 2.596	2
M	1196.2	 2.595	2
M	1196.7	 2.472	2
M	1197.2	 2.675	2
M	1197.7	 2.679	2
M	1198.2	 2.517	2
M	1198.7	 2.516	2
M	1199.2	 2.597	2
M	1199.7	 2.646	2
M	1200.2	 2.670	2
M	1200.7	 2.664	2
M	1201.2	 2.776	2
M	1201.7	 2.559	2
M	1202.2	 2.650	2
M	1202.7	 2.692	2
M	1203.2	 2.534	2
M	1203.7	 2.578	2
M	1204.2	 2.638	2
M	1204.7	 2.621	2
M	1205.2	 2.686	2
M	1205.7	 2.545	2
M	1206.2	 2.501	2
M	1206.7	 2.467	2
M	1207.2	 2.578	2
M	1207.7	 2.697	2
M	1208.2	 2.672	2
M	1208.7	 2.608	2
M	1209.2	 2.503	2
M	1209.7	 2.662	2
M	1210.2	 2.535	2
M	1210.7	 2.663	2
M	1211.3	 2.743	2
M	1211.8	 2.641	2
M	1212.3	 2.595	2
M	1212.8	 2.698	2
M	1213.3	 2.625	2
M	1213.8	 2.616	2
M	1214.3	 2.526	2
M	1214.8	 2.494	2
M	1215.3	 2.483	2
M	1215.8	 2.671	2
M	1216.3	 2.546	2
M	1216.8	 2.617	2
M	1217.3	 2.516	2
M	1217.8	 2.596	2
M	1218.3	 2.445	2
M	1218.8	 2.817	2
M	1219.3	 2.643	2
M	1219.8	 2.650	2
M	1220.3	 2.677	2
M	1220.8	 2.557	2
M	1221.3	 2.605	2
M	1221.8	 2.677	2
M	1222.3	 2.654	2
M	1222.8	 2.594	2
M	1223.3	 2.682	2
M	1223.8	 2.529	2
M	1224.3	 2.725	2
M	1224.8	 2.676	2
M	1225.3	 2.529	2
M	1225.8	 2.539	2
M	1226.3	 2.540	2
M	1226.8	 2.699	2
M	1227.3	 2.717	2
M	1227.8	 2.752	2
M	1228.3	 2.530	2
M	1228.8	 2.788	2
M	1229.3	 2.595	2
M	1229.8	 2.485	2
M	1230.3	 2.605	2
M	1230.8	 2.690	2
M	1231.3	 2.723	2
M	1231.8	 2.700	2
M	1232.3	 2.675	2
M	1232.8	 2.452	2
M	1233.3	 2.523	2
M	1233.8	 2.669	2
M	1234.3	 2.669	2
M	1234.8	 2.555	2
M	1235.3	 2.579	2
M	1235.8	 2.729	2
M	1236.4	 2.631	2
M	1236.9	 2.592	2
M	1237.4	 2.510	2
M	1237.9	 2.640	2
M	1238.4	 2.493	2
M	1238.9	 2.786	2
M	1239.4	 2.542	2
M	1239.9	 2.534	2
M	1240.4	 2.514	2
M	1240.9	 2.502	2
M	1241.4	 2.598	2
M	1241.9	 2.498	2
M	1242.4	 2.645	2
M	1242.9	 2.708	2
M	1243.4	 2.566	2
M	1243.9	 2.614	2
M	1244.4	 2.585	2
M	1244.9	 2.543	2
M	1245.4	 2.539	2
M	1245.9	 2.680	2
M	1246.4	 2.629	2
M	1246.9	 2.506	2
M	1247.4	 2.510	2
M	1247.9	 2.692	2
M	1248.4	 2.783	2
M	1248.9	 2.637	2
M	1249.4	 2.570	2
M	1249.9	 2.593	2
M	1250.4	 2.768	2
M	1250.9	 2.623	2
M	1251.4	 2.585	2
M	1251.9	 2.546	2
M	1252.4	 2.557	2
M	1252.9	 2.626	2
M	1253.4	 2.504	2
M	1253.9	 2.558	2
M	1254.4	 2.579	2
M	1254.9	 2.741	2
M	1255.4	 2.728	2
M	1255.9	 2.613	2
M	1256.4	 2.737	2
M	1256.9	 2.436	2
M	1257.4	 2.674	2
M	1257.9	 2.587	2
M	1258.4	 2.806	2
M	1258.9	 2.624	2
M	1259.4	 2.537	2
M	1259.9	 2.510	2
M	1260.4	 2.447	2
M	1260.9	 2.542	2
M	1261.5	 2.436	2
M	1262.0	 2.513	2
M	1262.5	 2.491	2
M	1263.0	 2.519	2
M	1263.5	 2.568	2
M	1264.0	 2.594	2
M	1264.5	 2.533	2
M	1265.0	 2.607	2
M	1265.5	 2.433	2
M	1266.0	 2.616	2
M	1266.5	 2.550	2
M	1267.0	 2.661	2
M	1267.5	 2.470	2
M	1268.0	 2.513	2
M	1268.5	 2.488	2
M	1269.0	 2.429	2
M	1269.5	 2.551	2
M	1270.0	 2.532	2
M	1270.5	 2.738	2
M	1271.0	 2.623	2
M	1271.5	 2.504	2
M	1272.0	 2.527	2
M	1272.5	 2.552	2
M	1273.0	 2.420	2
M	1273.5	 2.813	2
